avg_length,std_length,total_aa,bootstrap_length_std,sequence_count,data_type,%A,%C,%D,%E,%F,%G,%H,%I,%K,%L,%M,%N,%P,%Q,%R,%S,%T,%V,%W,%Y,N_term_%A,N_term_%C,N_term_%D,N_term_%E,N_term_%F,N_term_%G,N_term_%H,N_term_%I,N_term_%K,N_term_%L,N_term_%M,N_term_%N,N_term_%P,N_term_%Q,N_term_%R,N_term_%S,N_term_%T,N_term_%V,N_term_%W,N_term_%Y,bootstrap_std_%A,bootstrap_std_%C,bootstrap_std_%D,bootstrap_std_%E,bootstrap_std_%F,bootstrap_std_%G,bootstrap_std_%H,bootstrap_std_%I,bootstrap_std_%K,bootstrap_std_%L,bootstrap_std_%M,bootstrap_std_%N,bootstrap_std_%P,bootstrap_std_%Q,bootstrap_std_%R,bootstrap_std_%S,bootstrap_std_%T,bootstrap_std_%V,bootstrap_std_%W,bootstrap_std_%Y
285.913803803336,289.4744803380912,262108752,4.754635544171602,920087,pdb,7.930525723154792,1.3965584789019179,5.4495154744012515,6.50044375473582,3.935733134161045,7.193449610564702,2.476105795963654,5.544768302891312,5.986552482612256,9.064889981239544,2.3427928114357663,4.321736269226141,4.662588679984253,3.951817297577305,5.338313540938152,6.551793432674083,5.716862518196264,6.988958537332627,1.273664452074458,3.3729297219346575,5.891834141771376,0.36105281348394225,2.2971740715823614,2.223376702420532,0.6711321864128066,11.434788231982411,1.1535865630098023,0.9411066562183793,1.4767081808568103,0.9703430219098845,55.008602447377264,0.8229656543348618,2.0939324216079567,2.231310734745736,0.9772988858662278,6.373310349999511,1.8721055726251976,1.2691191159096913,0.13053113455575396,0.37116055329550357,0.09947114316167423,0.050083114899132856,0.04635592182507435,0.08235741933357758,0.05059138175816783,0.07323903105111985,0.05547160408524308,0.06626439181613418,0.08721111798515331,0.09053921964682193,0.03307401008400592,0.06782733961111528,0.06167000908727435,0.05003382597765473,0.06762750754843419,0.08216962771614003,0.06683280215999297,0.07303327864910049,0.03633754765025712,0.046424814211631506
