avg_length,std_length,total_aa,bootstrap_length_std,sequence_count,data_type,%A,%C,%D,%E,%F,%G,%H,%I,%K,%L,%M,%N,%P,%Q,%R,%S,%T,%V,%W,%Y,N_term_%A,N_term_%C,N_term_%D,N_term_%E,N_term_%F,N_term_%G,N_term_%H,N_term_%I,N_term_%K,N_term_%L,N_term_%M,N_term_%N,N_term_%P,N_term_%Q,N_term_%R,N_term_%S,N_term_%T,N_term_%V,N_term_%W,N_term_%Y,bootstrap_std_%A,bootstrap_std_%C,bootstrap_std_%D,bootstrap_std_%E,bootstrap_std_%F,bootstrap_std_%G,bootstrap_std_%H,bootstrap_std_%I,bootstrap_std_%K,bootstrap_std_%L,bootstrap_std_%M,bootstrap_std_%N,bootstrap_std_%P,bootstrap_std_%Q,bootstrap_std_%R,bootstrap_std_%S,bootstrap_std_%T,bootstrap_std_%V,bootstrap_std_%W,bootstrap_std_%Y
362.36071173010805,343.21280857084406,207612887,6.841877975702283,572970,swissprot,8.256630042430844,1.3878729021286622,5.463184469854224,6.717754953236597,3.8695425491578472,7.073847491943022,2.278895143922352,5.908535918581971,5.799682367501589,9.649977556547345,2.4123430257005194,4.063520392161398,4.74711764881917,3.932028072997222,5.528538794415012,6.658152680088689,5.36533986929241,6.857057481215027,1.1052603878101266,2.924718252195973,0.32200638776899315,0.04328324345079149,0.16231216294046807,0.1286280259001344,0.10244864478070406,0.3426008342496117,0.04467947711049444,0.10995340070160742,0.11990156552699094,0.15201493970015884,97.4068450355167,0.10314676161055554,0.06928809536275896,0.13124596401207744,0.09651465172696651,0.2375342513569646,0.0926750091627834,0.21397280834947727,0.04712288601497461,0.05776916767020961,0.10045600544839128,0.04527661722361227,0.05876302877816699,0.0971737289143909,0.04779274358073754,0.09744428005025077,0.035358642063603125,0.06409410213072203,0.09133310751512926,0.08199879004998639,0.039173807141028874,0.0768835703879857,0.0838562845335337,0.0743881571036374,0.0841374168184303,0.07396823849615829,0.0511302932861248,0.05949654207865218,0.024527100158248574,0.05664460997340723
